,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
10658,32,admin.,single,university.degree,no,yes,no,telephone,jun,tue,1162,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
15837,24,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,46,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
27440,39,admin.,single,unknown,no,no,no,cellular,nov,fri,188,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
4505,37,blue-collar,married,high.school,unknown,no,no,telephone,may,tue,26,14,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
13952,41,services,married,professional.course,no,yes,yes,cellular,jul,fri,348,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33055,24,services,single,high.school,no,yes,no,cellular,may,mon,201,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
31015,31,admin.,married,university.degree,no,no,no,cellular,may,tue,102,5,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
6812,34,admin.,married,university.degree,no,no,yes,telephone,may,wed,157,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
21339,55,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,mon,350,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
39075,29,admin.,married,university.degree,no,no,no,cellular,dec,mon,77,3,999,1,failure,-3.0,92.713,-33.0,0.709,5023.5,no
5072,41,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,fri,621,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
19669,36,admin.,married,high.school,unknown,no,no,cellular,aug,thu,324,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
5067,38,admin.,divorced,high.school,no,no,no,telephone,may,fri,346,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32306,43,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,66,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
39039,18,student,single,basic.9y,no,yes,no,cellular,dec,mon,446,2,999,0,nonexistent,-3.0,92.713,-33.0,0.715,5023.5,no
8757,58,blue-collar,married,professional.course,unknown,no,yes,telephone,jun,thu,25,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
4037,36,blue-collar,single,basic.9y,no,no,no,telephone,may,mon,214,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
2339,45,services,married,basic.9y,no,no,no,telephone,may,tue,427,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
14723,24,services,single,high.school,no,no,no,telephone,jul,wed,61,14,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
4960,38,unemployed,divorced,university.degree,no,yes,no,telephone,may,wed,152,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
26741,53,self-employed,divorced,university.degree,no,no,no,cellular,nov,thu,380,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
32651,38,admin.,divorced,high.school,no,yes,no,cellular,may,mon,469,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
24732,42,unemployed,married,high.school,no,yes,no,cellular,nov,tue,154,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
9455,35,services,married,professional.course,unknown,no,no,telephone,jun,fri,103,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
31146,39,blue-collar,divorced,basic.9y,unknown,no,no,cellular,may,wed,95,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
12304,46,services,married,high.school,no,yes,no,telephone,jul,fri,64,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
21779,29,admin.,married,university.degree,no,yes,no,cellular,aug,wed,216,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
16977,45,entrepreneur,married,university.degree,unknown,yes,yes,cellular,jul,thu,62,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
7112,44,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,480,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
22861,40,admin.,married,university.degree,no,no,no,cellular,aug,mon,23,12,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
24284,44,admin.,single,university.degree,no,yes,no,telephone,nov,mon,124,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
29169,41,admin.,single,professional.course,no,yes,yes,cellular,apr,fri,41,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3040,29,technician,married,university.degree,no,yes,no,telephone,may,wed,1118,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
20964,36,management,married,university.degree,no,no,no,cellular,aug,thu,112,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
17837,43,housemaid,married,basic.4y,no,no,no,telephone,jul,tue,81,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
29763,21,self-employed,single,university.degree,no,yes,yes,cellular,apr,mon,169,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
823,31,management,single,university.degree,no,yes,no,telephone,may,wed,254,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
35615,29,technician,single,university.degree,no,no,no,cellular,may,mon,74,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
17624,38,student,single,unknown,unknown,yes,yes,cellular,jul,mon,76,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
463,31,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,182,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
428,50,unknown,married,unknown,unknown,yes,no,telephone,may,tue,185,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
24834,33,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,214,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
23845,53,technician,married,professional.course,unknown,no,yes,cellular,aug,fri,225,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
38460,31,self-employed,single,university.degree,no,no,no,cellular,oct,fri,76,1,999,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,no
25498,31,admin.,married,university.degree,no,yes,no,cellular,nov,wed,162,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
5866,37,management,divorced,high.school,no,yes,no,telephone,may,mon,63,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
26038,34,services,single,high.school,no,no,no,cellular,nov,wed,174,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
34296,35,services,single,high.school,no,no,no,cellular,may,thu,350,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
32746,43,blue-collar,married,basic.9y,unknown,no,no,cellular,may,mon,7,6,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
290,42,management,divorced,university.degree,no,yes,no,telephone,may,mon,125,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
6863,45,management,married,university.degree,no,no,no,telephone,may,wed,105,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
15175,29,admin.,single,basic.9y,no,no,no,cellular,jul,thu,504,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
6827,28,self-employed,married,professional.course,no,yes,yes,telephone,may,wed,85,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
20316,33,admin.,single,university.degree,no,unknown,unknown,cellular,aug,mon,295,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
16308,47,blue-collar,single,unknown,unknown,yes,no,cellular,jul,tue,78,10,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
22458,47,technician,married,university.degree,unknown,no,no,cellular,aug,fri,215,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2690,50,admin.,married,high.school,unknown,yes,no,telephone,may,wed,146,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
9805,56,services,married,high.school,unknown,yes,no,telephone,jun,wed,75,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
16987,44,admin.,married,university.degree,no,yes,no,cellular,jul,thu,947,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27761,34,technician,single,professional.course,no,yes,yes,cellular,mar,fri,136,1,999,0,nonexistent,-1.8,92.843,-50.0,1.726,5099.1,no
18529,32,admin.,married,university.degree,no,no,no,cellular,jul,thu,189,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
26738,32,admin.,single,high.school,no,no,no,cellular,nov,thu,470,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
11977,33,unknown,married,unknown,unknown,yes,no,telephone,jun,wed,247,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
3645,40,technician,married,professional.course,unknown,yes,no,telephone,may,fri,360,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
10364,52,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,401,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
38185,45,blue-collar,married,professional.course,no,no,no,cellular,oct,tue,117,1,999,0,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,no
36513,57,entrepreneur,married,basic.4y,no,yes,no,cellular,jun,wed,467,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
19625,48,services,married,basic.4y,unknown,no,no,cellular,aug,thu,118,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
24881,56,technician,single,professional.course,no,yes,no,cellular,nov,tue,635,5,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
30867,34,services,married,high.school,no,no,no,cellular,may,tue,542,4,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
35853,27,admin.,single,university.degree,no,yes,no,cellular,may,fri,680,1,999,1,failure,-1.8,92.893,-46.2,1.259,5099.1,no
6185,30,services,married,high.school,unknown,yes,yes,telephone,may,tue,320,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
20932,31,technician,married,university.degree,no,yes,no,cellular,aug,thu,95,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
5785,50,blue-collar,married,basic.6y,unknown,no,no,telephone,may,mon,151,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
7254,39,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,286,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
12184,47,blue-collar,divorced,basic.9y,no,no,no,telephone,jul,tue,245,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
32825,39,blue-collar,single,basic.9y,no,yes,no,cellular,may,mon,313,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
14734,27,services,single,professional.course,no,unknown,unknown,telephone,jul,wed,46,8,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
152,39,services,divorced,high.school,unknown,yes,no,telephone,may,mon,52,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
20528,44,management,married,basic.9y,no,yes,no,cellular,aug,tue,100,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
22583,31,technician,married,university.degree,no,no,no,cellular,aug,fri,238,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
26571,29,management,married,university.degree,no,yes,no,cellular,nov,thu,120,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
22621,39,technician,married,professional.course,no,no,no,cellular,aug,fri,337,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2588,40,technician,single,high.school,no,no,no,telephone,may,tue,151,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
18194,32,admin.,married,high.school,no,yes,no,cellular,jul,wed,154,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
18600,50,unemployed,married,professional.course,no,no,no,cellular,jul,thu,74,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
13677,24,services,married,high.school,no,no,no,telephone,jul,thu,139,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
31639,30,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,252,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
30561,42,housemaid,single,high.school,no,yes,no,telephone,may,mon,186,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
7492,46,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,fri,157,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
21430,31,admin.,married,university.degree,no,yes,no,telephone,aug,tue,223,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
26742,32,blue-collar,divorced,basic.9y,no,yes,yes,cellular,nov,thu,215,6,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,no
4421,42,blue-collar,married,unknown,no,yes,no,telephone,may,tue,37,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
4515,38,services,married,basic.9y,no,unknown,unknown,telephone,may,tue,114,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
19414,53,technician,single,professional.course,no,no,no,cellular,aug,wed,293,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
29092,41,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,fri,343,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28840,25,student,single,university.degree,no,no,no,cellular,apr,thu,539,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
26286,32,admin.,single,high.school,no,no,yes,telephone,nov,thu,329,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
30534,35,services,married,high.school,no,no,no,cellular,may,mon,130,3,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,no
4539,55,admin.,married,high.school,no,no,no,telephone,may,tue,239,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
34279,31,services,married,high.school,no,yes,no,cellular,may,thu,348,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
6432,29,admin.,single,basic.9y,unknown,yes,no,telephone,may,wed,198,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
24800,36,self-employed,single,basic.9y,no,no,no,cellular,nov,tue,94,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
32238,33,admin.,single,high.school,no,no,yes,cellular,may,fri,93,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
2885,41,technician,married,basic.9y,no,no,no,telephone,may,wed,102,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
17189,51,services,married,high.school,unknown,yes,yes,cellular,jul,fri,239,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29053,29,services,married,basic.6y,no,no,yes,cellular,apr,fri,754,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
854,45,housemaid,married,basic.4y,unknown,yes,no,telephone,may,wed,83,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
427,43,technician,married,professional.course,no,yes,no,telephone,may,tue,225,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
10840,29,technician,single,high.school,no,no,no,telephone,jun,wed,112,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
17118,56,technician,married,unknown,unknown,yes,no,cellular,jul,fri,86,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35776,26,student,single,high.school,no,no,no,cellular,may,mon,291,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
34073,33,admin.,single,university.degree,no,yes,no,cellular,may,wed,358,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
6961,38,admin.,married,university.degree,no,yes,no,telephone,may,thu,744,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
3715,24,admin.,married,high.school,no,yes,no,telephone,may,fri,376,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
35499,23,blue-collar,single,high.school,no,yes,no,cellular,may,mon,115,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
14421,56,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,tue,335,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
32125,43,unemployed,married,basic.9y,no,yes,no,cellular,may,fri,105,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
26316,30,technician,married,university.degree,no,no,yes,cellular,nov,thu,180,1,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,no
4537,39,blue-collar,married,professional.course,unknown,no,no,telephone,may,tue,192,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
34282,31,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,222,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
34527,28,technician,married,university.degree,no,no,no,telephone,may,thu,154,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
565,35,admin.,married,basic.6y,no,yes,no,telephone,may,tue,179,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39473,74,retired,divorced,basic.4y,no,no,yes,cellular,apr,mon,184,2,14,2,failure,-1.8,93.749,-34.6,0.643,5008.7,no
8254,34,technician,married,professional.course,no,no,yes,telephone,jun,tue,145,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
28408,30,self-employed,single,university.degree,no,no,no,cellular,apr,thu,188,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
15701,40,management,married,university.degree,no,no,no,cellular,jul,mon,77,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
9794,39,management,married,university.degree,no,no,no,telephone,jun,wed,129,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
35758,38,admin.,married,high.school,no,unknown,unknown,cellular,may,mon,22,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
11240,27,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,thu,75,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
23068,60,self-employed,married,basic.9y,no,no,no,cellular,aug,tue,17,13,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
14061,31,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,fri,342,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
9924,42,admin.,divorced,high.school,no,yes,yes,telephone,jun,wed,247,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
26477,31,technician,married,high.school,no,yes,yes,cellular,nov,thu,232,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
32501,44,blue-collar,married,basic.4y,unknown,no,no,cellular,may,fri,361,3,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
26051,39,blue-collar,married,basic.6y,unknown,no,yes,cellular,nov,wed,188,5,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
31351,42,blue-collar,divorced,high.school,unknown,yes,no,cellular,may,wed,175,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
14777,52,management,married,university.degree,unknown,no,no,cellular,jul,wed,272,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
22766,50,technician,divorced,professional.course,no,no,no,cellular,aug,mon,73,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
15193,55,housemaid,divorced,unknown,unknown,no,no,cellular,jul,thu,139,5,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
11773,25,admin.,single,high.school,no,no,no,telephone,jun,fri,20,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
9986,34,admin.,single,high.school,no,unknown,unknown,telephone,jun,wed,104,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
10513,50,admin.,married,high.school,no,no,no,telephone,jun,tue,442,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
11325,33,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,thu,149,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
27967,39,admin.,married,high.school,unknown,yes,no,cellular,mar,tue,265,1,999,1,failure,-1.8,92.843,-50.0,1.51,5099.1,no
16119,31,admin.,single,university.degree,no,yes,no,cellular,jul,tue,89,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
31472,39,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,129,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
21608,41,blue-collar,divorced,basic.9y,no,no,no,cellular,aug,tue,102,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
28817,36,blue-collar,single,high.school,no,yes,no,telephone,apr,thu,668,3,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
28045,42,admin.,married,basic.9y,no,yes,no,cellular,apr,thu,204,4,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no
32971,33,blue-collar,single,basic.9y,unknown,no,no,cellular,may,mon,130,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
35033,28,self-employed,single,university.degree,no,no,no,cellular,may,fri,386,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
21896,40,technician,single,professional.course,no,no,no,cellular,aug,wed,113,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
25389,34,technician,divorced,professional.course,no,yes,no,cellular,nov,tue,83,2,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,no
4186,31,technician,married,basic.9y,unknown,yes,no,telephone,may,mon,179,9,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
38536,73,retired,married,basic.4y,no,yes,no,telephone,oct,wed,185,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,no
38629,34,admin.,single,high.school,no,yes,no,cellular,nov,mon,725,2,8,2,failure,-3.4,92.649,-30.1,0.722,5017.5,no
35638,21,blue-collar,single,basic.9y,no,yes,no,cellular,may,mon,239,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
28683,52,blue-collar,divorced,basic.4y,no,no,no,cellular,apr,thu,474,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
29254,38,technician,married,professional.course,unknown,no,no,cellular,apr,fri,232,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
22530,53,blue-collar,married,basic.9y,no,yes,no,cellular,aug,fri,58,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2035,45,unemployed,married,high.school,unknown,no,no,telephone,may,mon,120,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
13421,39,technician,married,professional.course,no,yes,no,cellular,jul,wed,231,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6755,32,technician,single,university.degree,no,no,no,telephone,may,wed,23,16,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
10052,46,blue-collar,married,professional.course,unknown,no,no,telephone,jun,thu,187,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
